grid_id,碳排放_carbon_emission_kg (kgCO2/KM/d),人口密度 (千人/km²),休闲POI数量 (个),办公POI数量 (个),公共服务POI数量 (个),交通设施POI数量 (个),居住POI数量 (个),道路密度 (KM/KM²),地铁站点数量 (个),公交站点数量 (个),标准化土地混合熵,到市中心距离 (km),到最近公交距离 (km)
1582,1.231381113,0.69,0,0,0,1,0,81.13821458,0,0,0,9.822586813,2.148187351
1583,0.574243715,0.69,5,3,4,13,0,57.04009812,0,0,0.751550585,9.366205799,2.431832225
1584,0.619112722,0.69,12,10,19,17,38,52.32920652,0,0,0.925500741,8.914505618,2.164876188
1585,0.719075769,0.69,63,7,31,25,17,29.4079632,0,0,0.868816539,8.46823534,1.989866792
1586,3.701883178,0.69,31,5,20,22,62,30.67563523,0,0,0.85890339,8.028300514,1.805097364
1587,4.167740555,0.69,8,41,17,41,16,65.24419408,1,0,0.900300113,7.595802031,1.32340083
1588,4.501261808,0.69,1,8,5,35,4,53.64104183,0,0,0.653695816,7.172085321,0.862787933
1589,12.85585658,0.69,137,22,74,33,23,41.95039963,0,0,0.837523069,6.758802202,0.487253814
1590,6.654052981,0.69,77,17,54,23,7,45.07034717,0,2,0.832787608,6.35798762,0.046315246
1591,4.711345958,0.69,18,9,16,17,9,30.2875858,0,0,0.972979606,5.972152537,0.312579902
1592,13.20180179,0.69,56,5,19,30,15,34.68073032,0,2,0.85232896,5.604391607,0.131962903
1593,10.2676743,0.957,34,66,48,44,16,17.07533358,0,0,0.947270028,5.258498326,0.374326883
1594,8.771316475,0.957,80,28,31,50,13,25.11167413,0,2,0.901265155,4.939069143,0.021692409
1595,9.385991215,0.957,32,11,21,45,19,21.65462364,0,4,0.934916623,4.65155924,0.109981605
1596,13.44745668,0.957,71,21,49,45,15,33.20897917,0,2,0.917347814,4.402227018,0.109473786
1597,11.74215951,1.046,89,6,48,31,10,16.14277853,0,0,0.790216076,4.197880665,0.473901166
1598,17.41020347,1.046,825,52,92,92,35,35.6851696,0,2,0.549487287,4.045343179,0.068895023
1599,11.02351658,1.046,505,37,108,67,41,17.28533126,0,2,0.663476693,3.950620305,0.171281056
1600,19.95888978,1.046,281,30,121,61,47,48.91743599,0,0,0.804309849,3.917907624,0.271757331
1601,5.061449674,0.829,73,14,43,27,18,27.22416776,0,1,0.890963448,3.948746574,0.214601848
1602,4.398433902,0.829,2,0,5,4,2,38.7906103,0,2,0.811529664,4.041682678,0.079144443
1603,8.41318633,0.829,12,5,14,14,8,22.47780603,0,2,0.961665453,4.192588487,0.2867289
1604,4.962293265,0.829,44,105,93,13,2,23.5756019,0,2,0.760784698,4.395497422,0.270850125
1605,10.62342865,0.969,156,27,57,38,25,33.41968877,0,5,0.83119812,4.643597414,0.215592899
1606,13.70724295,0.969,166,42,86,34,17,27.20739738,0,0,0.82721467,4.930070618,0.273896734
1607,6.105408202,0.969,112,2,21,11,4,64.65251065,0,5,0.521424814,5.248637505,0.135702784
1608,6.777998159,0.969,37,18,25,9,4,141.1847995,0,1,0.869260963,5.593817571,0.266026283
1609,7.001579135,0.918,51,3,25,24,2,157.7724376,0,2,0.749835347,5.960989379,0.169599008
1610,5.024391749,0.918,164,10,81,46,13,158.7226598,0,2,0.752909978,6.346337033,0.172837156
1611,4.274202003,0.918,14,44,15,13,3,208.8905605,0,4,0.829213769,6.746746852,0.137475392
1612,2.139923268,0.918,0,5,3,16,0,144.4976493,0,2,0.53250594,7.159692203,0.11181288
1613,3.006877352,0.918,5,1,11,8,1,151.7680081,0,0,0.804173256,7.583125464,0.451731819
1614,3.816007914,0.918,0,2,3,8,0,171.3991985,0,1,0.574815019,8.015384655,0.255686431
1615,5.409715805,0.918,1,2,0,5,3,129.7760147,0,2,0.770880493,8.455116234,0.194882354
1616,3.088725797,0.918,2,4,0,7,0,132.3379467,0,2,0.611369621,8.901212832,0.035428155
1617,6.003881292,0.969,49,6,20,15,2,183.8786759,0,2,0.760683509,9.352763722,0.042029132
1618,2.994375633,0.969,2,3,2,5,0,135.3407752,0,0,0.813082243,9.809015679,0.421901663
1619,2.793129156,0.969,21,1,14,7,2,181.0065,0,0,0.765075564,10.26934214,0.391272347
1620,5.290519063,0.969,39,6,25,7,16,87.1857186,0,2,0.864842146,10.73321887,0.080781237
1621,5.682670099,1.02,53,3,45,21,3,88.22189839,1,2,0.752000621,11.20020476,0.132528038
1622,9.120040495,1.02,50,7,53,15,8,60.0061457,0,1,0.810595219,11.66992656,0.204659206
1623,3.916940999,1.02,108,14,48,15,54,37.87000102,0,0,0.843388793,12.14206677,0.619360794
1624,1.802877198,1.02,11,2,5,10,5,28.97205506,0,0,0.913199999,12.61635386,0.982960802
1625,2.637354063,1.02,159,53,25,4,3,1.815511881,0,0,0.599982651,13.09255453,0.521081185
1626,1.116267436,1.02,25,9,22,11,9,51.19395231,0,1,0.938003303,13.57046733,0.154970356
1627,1.14788375,1.02,12,3,3,8,3,104.3935565,0,0,0.885073539,14.04991754,0.467860897
1628,1.31478303,1.02,23,2,8,5,4,87.40117334,0,0,0.787787062,14.53075298,0.917577122
1629,1.394386657,1.02,0,5,3,11,1,92.22626511,1,0,0.689519331,15.01284056,1.401785194
1630,1.161608003,1.02,17,2,7,8,1,87.27023472,0,0,0.792279399,15.4960634,1.894216377
1631,0.128420872,1.02,12,4,5,7,1,79.50081517,0,0,0.870275159,15.98031853,2.389792803
1632,0,1.02,10,11,3,1,0,8.346576791,0,0,0.690262348,16.46551486,2.886895148
1633,0,1.02,0,0,1,0,0,67.23537997,0,0,0,16.95157158,3.363561315
1634,0,1.02,0,0,0,0,0,,0,0,0,17.43841674,3.838720257
1635,0,1.02,6,2,5,6,2,48.7714087,0,1,0.935377709,11.86089014,0.09292488
1636,0,1.02,19,5,32,7,1,41.19852164,0,0,0.753874096,11.39839086,0.578011043
1637,0.017374062,1.53,1,0,5,11,1,42.24125819,0,0,0.607619107,10.93919163,1.07682798
1638,0.123640321,1.53,103,5,75,19,21,15.90313201,0,0,0.770912569,10.4837261,1.576394694
1639,0.176331888,1.53,3,2,9,12,0,84.06609617,0,0,0.727307856,10.0325028,2.076170023
1640,0.478428716,1.53,2,4,5,14,6,93.39603468,0,0,0.877436819,9.586120785,2.57603255
1641,0.873742012,1.53,29,27,32,19,5,93.68759308,0,0,0.926108708,9.145289009,2.620783963
1642,1.58863842,1.53,154,10,60,29,23,48.28315262,0,0,0.758851365,8.710850154,2.251646106
1643,1.191635637,1.53,87,12,73,21,25,71.51904192,0,0,0.848939132,8.2838101,1.810883704
1644,3.679906999,1.53,2,4,4,3,2,39.16545242,0,0,0.971849545,7.865374062,1.410208989
1645,4.067840606,2.295,1,0,5,17,3,41.14840314,0,0,0.602285205,7.456990579,1.094567949
1646,6.128083708,2.295,26,11,31,17,9,28.41228675,0,0,0.935896322,7.060404227,0.746632819
1647,7.887357846,2.295,76,12,43,22,10,51.61112754,0,0,0.83314641,6.677717215,0.283031685
1648,3.775124828,2.295,127,11,93,26,6,53.39168366,0,5,0.72503664,6.311458355,0.072417129
1649,12.79206398,2.295,134,33,126,61,38,80.23538133,0,6,0.904543611,5.964654719,0.035054623
1650,11.10830157,2.295,160,41,56,48,18,58.16611977,0,2,0.843771688,5.640895787,0.103338563
1651,10.07975189,2.295,212,16,70,52,14,78.40890919,1,7,0.728532545,5.344371304,0.010818267
1652,9.203218592,2.295,173,30,71,28,21,15.4360425,0,4,0.793960947,5.079852753,0.07033833
1653,7.76549692,66.3,151,12,70,38,16,38.69679588,0,6,0.772574569,4.852576981,0.175309732
1654,10.16766883,66.3,67,16,56,25,15,24.352756,0,3,0.888453039,4.667987008,0.08616046
1655,15.43457593,66.3,199,24,88,64,18,32.41171499,0,6,0.799775651,4.531302469,0.027435709
1656,13.73192408,66.3,78,11,34,22,8,12.70722464,0,2,0.807825331,4.44694293,0.051127127
1657,23.28224942,0.918,227,27,64,60,41,35.60682176,0,7,0.808671155,4.417906833,0.177063849
1658,6.400035211,0.918,221,14,74,49,25,20.22417071,0,2,0.743792643,4.44527841,0.196064275
1659,2.719761396,0.918,38,19,25,33,17,32.48175211,0,2,0.97124049,4.528034839,0.138784922
1660,5.180339615,0.918,1,5,10,3,0,21.76132535,1,0,0.705557318,4.663228373,0.345433094
1661,4.863614791,0.918,85,19,34,15,6,19.08897977,0,2,0.785924226,4.84647276,0.290275417
1662,7.682608297,0.918,97,10,48,26,5,36.3935809,0,1,0.757095674,5.072563216,0.266609674
1663,8.545168226,0.918,260,7,175,40,8,28.46016204,0,0,0.643946189,5.336056309,0.700837957
1664,5.93453111,0.918,61,15,51,24,7,93.07085143,0,0,0.857631702,5.631704564,0.625393178
1665,4.648515426,0.969,48,12,44,18,5,40.33428673,0,1,0.846370738,5.954720451,0.238729555
1666,6.800165672,0.969,96,7,50,25,4,28.28591107,1,4,0.729598096,6.300896365,0.043474198
1667,6.58128071,0.969,97,9,60,29,12,30.73356299,0,0,0.802091387,6.666625411,0.542722752
1668,5.343218384,0.969,43,12,17,7,5,57.68329,0,0,0.819606898,7.048864712,0.480073208
1669,2.304336748,0.969,0,2,0,0,1,41.72124274,0,0,0.395488489,7.445071731,0.489137014
1670,4.439638322,0.969,27,2,13,10,2,53.23986147,0,0,0.774077032,7.853132651,0.74069006
1671,1.752272309,0.969,0,0,1,3,0,77.47776526,0,2,0.34939847,8.271293236,0.240701955
1672,1.575379969,0.969,0,0,1,0,1,52.35904501,0,0,0.430676558,8.698096985,0.259332022
1673,2.2738735,0.918,0,0,0,1,1,49.05403748,0,0,0.430676558,9.132332151,0.495627325
1674,3.689834708,0.918,118,13,43,12,5,90.10141732,0,0,0.674364482,9.57298751,0.469662702
1675,2.107780085,0.918,17,2,7,11,3,45.01399321,0,0,0.84983398,10.019216,0.665134776
1676,4.423183139,0.918,72,7,38,13,8,42.4164145,0,0,0.766364994,10.47030509,0.597670239
1677,3.950885325,0.727,82,7,40,15,9,40.43900088,0,0,0.758327918,10.92565275,0.419359523
1678,7.52004,0.727,4,4,3,3,1,30.90755043,0,0,0.950175388,11.38474801,0.37244776
1679,4.807436306,0.727,18,1,9,1,1,30.52188771,0,1,0.626185668,11.84715521,0.210867126
1680,2.138045941,0.727,0,1,0,1,1,84.7282569,0,0,0.682606194,12.31250121,0.58274352
1681,1.162798961,0.638,10,7,5,8,3,105.9143178,0,0,0.955706683,12.78046499,0.971899078
1682,1.372694654,0.638,8,4,4,3,2,82.3091286,0,0,0.932799863,13.25076921,0.499901471
1683,1.634716097,0.638,51,5,21,9,1,118.094687,0,5,0.687422954,13.72317325,0.116265652
1684,1.744947878,0.638,34,3,22,8,7,94.93970463,0,0,0.814863007,14.1974675,0.399022358
1685,2.194128062,0.549,25,5,18,14,4,23.55203143,0,0,0.880031087,14.67346867,0.879111059
1686,2.456341436,0.549,3,0,1,2,0,20.6543943,0,0,0.628420803,15.15101588,1.325280428
1687,1.352615966,0.549,0,0,0,0,0,12.40064126,0,0,0,15.62996742,1.782861941
1688,0.225760362,0.549,8,1,2,16,1,32.56407348,0,0,0.686097563,16.11019804,2.258500651
1689,0,0.46,2,0,2,2,0,33.66448771,0,0,0.682606194,16.59159668,2.742818565
1690,0,0.46,1,0,2,0,0,84.03364174,0,0,0.395488489,17.07406453,3.231916176
1691,0,0.46,0,0,0,0,0,28.01367903,0,0,0,17.55751346,3.723910667
1692,0,0.46,0,0,0,1,1,20.8236657,0,0,0.430676558,12.05606136,0.452115141
1693,0,0.46,0,2,1,4,0,17.0036826,0,0,0.593809729,11.60134539,0.727921585
1694,0,0.46,0,0,1,1,1,47.67826161,0,0,0.682606194,11.15050735,1.164187084
1695,0.088069114,0.46,5,3,3,0,1,43.02314161,0,0,0.785989547,10.70403726,1.637312829
1696,0.33081297,0.46,1,0,2,4,1,66.09208241,0,0,0.753683977,10.2625052,2.122794157
1697,0.550169228,0.46,49,11,51,13,34,51.73301373,0,0,0.900740076,9.826576837,2.613755299
1698,1.56298507,0.46,52,19,40,19,16,71.55821527,1,0,0.92917922,9.397032068,2.580460256
1699,2.109864543,0.46,177,227,101,28,11,37.96224652,0,0,0.791722891,8.974787521,2.090015488
1700,1.362348871,0.46,64,6,67,14,17,43.43199781,1,0,0.802857342,8.560923455,1.60547636
1701,1.028475116,0.868,0,0,0,0,3,72.33822776,0,0,0,8.156715624,1.134435518
1702,1.151777638,0.868,20,14,17,7,3,65.67075127,0,0,0.904704641,7.763672399,0.704509439
1703,2.755066549,0.868,15,1,10,14,5,49.8317147,0,0,0.865163552,7.383576943,0.444790073
1704,4.55385239,0.868,5,9,7,5,3,69.5466252,0,2,0.96124737,7.018533169,0.207405127
1705,6.103734928,1.046,63,7,25,21,7,54.850079,0,4,0.804358884,6.671012457,0.208382248
1706,13.00651463,1.046,57,18,23,40,20,54.98108566,1,4,0.935239678,6.343895219,0.046419586
1707,10.84877778,1.046,47,6,42,27,8,23.0410617,0,1,0.852981659,6.040497158,0.2604286
1708,11.50541876,1.046,122,11,65,39,7,51.50357532,1,6,0.766498596,5.764564621,0.064839106
1709,11.91268457,1.224,74,14,55,14,28,17.82817394,0,4,0.872106903,5.520217806,0.109313545
1710,7.103109194,1.224,148,9,55,38,46,54.29586352,1,5,0.819143748,5.31181739,0.182011437
1711,6.996091086,1.224,31,9,23,45,9,30.34488323,0,3,0.890869634,5.143734377,0.199886639
1712,7.236703388,1.224,99,9,56,31,4,54.88197511,1,5,0.75327431,5.02002019,0.056709289
1713,8.703386386,1.377,0,1,3,1,0,13.71284588,0,1,0.590436283,4.944006681,0.291931758
1714,10.3185165,1.377,73,16,59,29,20,24.44696774,0,4,0.899154417,4.917906203,0.129431351
1715,7.581658463,1.377,60,10,30,19,13,10.26378527,0,2,0.868544926,4.942509563,0.048455864
1716,2.829586351,1.377,64,20,41,24,16,26.35562599,0,3,0.916964869,5.017070872,0.173260965
1717,3.013947649,1.53,0,7,2,5,3,37.52865081,0,0,0.797279993,5.13941626,0.412924987
1718,3.626472948,1.53,59,15,32,16,3,23.035827,0,1,0.814112546,5.3062415,0.242949847
1719,4.866586704,1.53,164,10,69,15,11,61.86586792,0,0,0.661577265,5.513510516,0.594100823
1720,6.581405926,1.53,160,9,114,42,12,34.48189221,0,0,0.742721083,5.75685657,0.599847468
1721,4.809699757,1.02,105,36,77,41,14,75.62488989,0,0,0.887705561,6.031914864,0.297953767
1722,4.79602652,1.02,1,5,13,11,3,52.10182419,0,0,0.834481689,6.334555729,0.476843794
1723,11.92677488,1.02,93,9,55,23,4,36.6110161,0,0,0.743496595,6.661020616,0.486981396
1724,6.656531585,1.02,138,15,67,21,13,36.46552964,0,0,0.750757103,7.007980808,0.743594414
1725,4.549518011,1.02,76,8,26,10,4,108.4278923,0,0,0.694803329,7.372543276,0.279438537
1726,2.679735594,1.02,49,83,52,19,61,91.65639793,0,1,0.947101025,7.752225082,0.238700637
1727,3.514429785,1.02,30,51,16,24,14,61.47167404,0,0,0.930030479,8.144912097,0.732031483
1728,2.125628084,1.02,17,3,9,8,4,44.86894351,0,0,0.891695345,8.54881234,0.407506707
1729,1.985325068,1.02,0,2,0,5,3,71.2568278,0,0,0.639759388,8.962409932,0.421607103
1730,2.624786065,1.02,0,0,1,1,0,71.94967993,0,0,0.430676558,9.384422793,0.830327274
1731,2.690433942,1.02,30,8,17,8,0,113.9345588,0,0,0.764793032,9.813765358,0.96922632
1732,1.909258796,1.02,21,10,11,3,3,51.49961073,0,0,0.852889697,10.24951657,1.07759959
1733,4.310831513,1.02,120,5,39,12,8,79.92013267,0,0,0.633723355,10.69089282,1.030206475
1734,2.802820893,1.02,9,1,7,7,14,92.6086052,0,0,0.887261515,11.13722535,0.919347165
1735,7.013007521,1.02,0,1,8,2,0,45.84779437,0,0,0.471933329,11.58794149,0.839834565
1736,2.724638545,1.02,10,0,1,7,0,83.27188118,0,0,0.530877877,12.04254904,0.707422901
1737,0.942491716,1.02,36,4,13,9,4,50.93257385,0,0,0.784207659,12.50062345,0.891948556
1738,0.457243678,1.02,25,5,16,17,2,44.6976383,0,0,0.849830824,12.96179718,1.136653027
1739,0.478770812,1.02,1,2,1,0,0,44.340136,0,0,0.646014837,13.42575083,0.640027271
1740,0.387987447,1.02,19,2,15,8,3,79.07202815,0,2,0.833833863,13.8922059,0.165195982
1741,0.374543332,1.02,0,0,0,1,1,68.70525002,0,1,0.430676558,14.36091864,0.208922674
1742,0.357559732,1.02,3,3,9,8,3,59.72888886,0,0,0.917961328,14.831675,0.682551956
1743,0.060757378,1.02,1,0,3,3,0,80.76351368,0,0,0.623970931,15.30428642,1.17817896
1744,0,1.02,1,0,7,2,0,24.14573217,0,0,0.498197878,15.77858619,1.676405127
1745,0.049443599,1.02,4,0,4,0,0,16.3679383,0,0,0.430676558,16.25442652,2.175445388
1746,0,1.02,1,1,1,0,0,13.64498996,0,0,0.682606194,16.73167597,2.674844131
1747,0,1.02,0,0,0,0,0,48.60140585,0,0,0,17.21021732,3.174432172
1748,0,1.02,0,0,0,0,0,64.62681459,0,0,0,17.68994572,3.674132293
1749,0,1.02,0,0,0,0,0,,0,0,0,18.17076715,4.173904238
1750,0,1.02,4,2,0,0,2,15.10985148,0,0,0.646014837,12.26851728,0.948778777
1751,0,1.02,0,1,1,3,3,37.62216309,0,0,0.780075028,11.82197596,1.107087576
1752,0,1.02,0,1,0,0,0,13.9292613,0,0,0,11.37988202,1.432167809
1753,0,1.479,5,2,3,6,2,37.76778117,0,0,0.937543318,10.94277452,1.837543568
1754,0.194296437,1.479,1,4,3,10,1,34.12003099,0,0,0.787377715,10.51127555,2.280795497
1755,0.303643629,1.479,16,0,7,9,2,50.08545738,0,0,0.744727515,10.08610495,2.743627131
1756,0.422047303,1.479,32,6,33,18,4,77.0649513,0,0,0.847962032,9.668097658,2.541068611
1757,0.41777037,1.479,23,2,30,14,10,77.48348612,0,0,0.862594917,9.258224003,2.041180857
1758,0.529063133,1.479,26,3,17,16,4,74.1388257,0,0,0.851413776,8.857613168,1.541365919
1759,0.356561786,1.479,0,1,2,4,1,61.52103271,0,0,0.753683977,8.467579961,1.041728611
1760,1.80790369,1.479,23,7,16,9,5,37.17707597,0,0,0.908591593,8.089654489,0.54275971
1761,0.907110524,1.02,19,7,4,18,4,48.77097716,1,4,0.869652818,7.725613834,0.063069059
1762,2.169894416,1.02,2,0,2,2,3,42.02037199,0,1,0.850559285,7.377513705,0.092176862
1763,6.019062517,1.02,41,16,24,19,13,13.04397256,0,0,0.945831091,7.047716498,0.251537801
1764,7.602961332,1.02,63,6,54,10,5,28.04758399,0,1,0.728109024,6.738909941,0.256902221
1765,6.325184406,1.02,27,11,9,15,8,23.61882754,0,0,0.931992789,6.454107727,0.425085556
1766,7.24414236,1.02,18,8,27,22,7,47.4607355,0,4,0.925007488,6.196620523,0.078575803
1767,8.728314433,1.02,27,11,13,20,9,25.66612632,0,1,0.948807019,5.96998369,0.190849332
1768,7.030047229,1.02,125,24,84,56,19,49.95658581,0,3,0.870485357,5.777828712,0.136661442
1769,7.244355953,1.02,43,12,19,13,6,40.43034108,0,1,0.868145399,5.623691313,0.238993039
1770,6.405765931,1.02,48,11,43,32,8,113.6398268,0,3,0.885018364,5.510762501,0.039624026
1771,5.977634306,1.02,8,8,3,9,0,47.14620596,0,0,0.820157754,5.441608466,0.310949914
1772,6.838220791,1.02,56,8,23,26,4,67.16814078,0,3,0.81117171,5.417905689,0.048385135
1773,6.568380854,1.479,10,9,14,13,4,36.15511058,1,2,0.956407897,5.440248286,0.200170721
1774,2.877389282,1.479,22,10,27,14,4,54.18464795,0,1,0.903474713,5.508075959,0.185836664
1775,1.574637193,1.479,0,4,12,2,1,40.58937697,0,0,0.627678732,5.619741998,0.515142865
1776,2.335042283,1.479,58,9,28,13,5,23.43676563,0,3,0.793004005,5.772702962,0.073596298
1777,5.118146611,1.53,119,13,71,34,21,55.02860359,1,0,0.828740474,5.96378226,0.488033963
1778,5.333822265,1.53,53,5,44,23,8,18.5173561,0,0,0.825429585,6.189450557,0.373216633
1779,6.625012112,1.53,196,15,78,48,39,119.3573011,1,6,0.802900984,6.446076137,0.04648294
1780,4.925179939,1.53,6,9,9,12,2,85.78251614,0,1,0.927465033,6.730118641,0.136331192
1781,7.284736337,1.53,22,8,17,8,2,67.79470101,0,0,0.86800493,7.038259464,0.632014361
1782,11.10318532,1.53,2,2,5,1,0,76.72074108,0,0,0.758405935,7.367475527,0.75967847
1783,8.323159391,1.53,5,20,9,6,12,95.03030283,0,1,0.921946102,7.715069345,0.320634719
1784,5.258814039,1.53,172,227,83,37,105,80.09048258,0,0,0.906403757,8.078669095,0.358471572
1785,3.101728317,1.428,4,0,6,11,5,88.38205075,0,0,0.81229358,8.456210363,0.787976177
1786,2.231712208,1.428,5,6,2,1,16,92.75010203,0,0,0.776471108,8.845908267,0.864073225
1787,1.520791027,1.428,1,0,1,0,1,97.27555707,0,0,0.682606194,9.246225848,0.870811903
1788,1.404635734,1.428,0,0,0,0,0,37.96157294,0,0,0,9.655842365,1.126944632
1789,1.294641694,0.867,0,0,0,0,0,46.53089688,0,0,0,10.07362354,1.469086881
1790,1.124859096,0.867,0,0,0,0,0,90.08454995,0,0,0,10.49859469,1.141888036
1791,2.343968818,0.867,0,0,2,0,0,76.66913019,0,0,0,10.92991719,0.872919432
1792,0.923752075,0.867,0,0,0,0,0,76.54586111,0,0,0,11.36686805,0.695836593
1793,2.637544822,0.727,0,1,1,0,0,70.15118036,0,0,0.430676558,11.80882249,0.818833212
1794,3.504088327,0.727,0,0,0,0,0,62.7945707,0,0,0,12.2552392,1.05998953
1795,1.013902105,0.727,28,1,9,8,3,60.85070093,0,0,0.731540452,12.70564785,0.945884297
1796,0.349537052,0.727,9,4,10,3,2,54.94528247,0,0,0.893691455,13.15963855,0.786151345
1797,0.106780766,0.549,0,0,0,0,0,55.75703755,0,0,0,13.61685301,0.748845131
1798,0.087737203,0.549,0,0,4,1,1,80.56100721,0,0,0.539047342,14.07697714,0.332258499
1799,0,0.549,0,1,1,0,0,103.7794638,0,1,0.430676558,14.53973469,0.326337636
1800,0.046676113,0.549,2,0,1,4,0,66.20292022,0,0,0.593809729,15.00488201,0.773055379
1801,0.092882088,0.549,4,0,2,4,3,80.70217033,0,0,0.839846747,15.47220357,1.232819171
1802,0,0.549,3,0,0,0,0,19.67997606,0,0,0,15.94150817,1.715246803
1803,0,0.549,0,0,3,0,0,19.62454676,0,0,0,16.41262569,2.205515832
1804,0,0.549,0,0,1,0,0,19.22795723,0,0,0,16.88540439,2.699357067
1805,0,0.549,0,0,0,2,0,25.62509292,0,0,0,17.35970855,3.195114562
1806,0,0.549,1,0,2,0,0,83.84268194,0,0,0.395488489,17.83541646,3.692016461
1807,0,0.549,0,0,0,2,0,27.66856389,0,0,0,12.4973764,1.44774108
1808,0,0.549,3,0,1,4,0,26.59849149,0,0,0.605375793,12.05931243,1.556089961
1809,0,0.549,0,0,1,1,0,,0,0,0.430676558,11.62624684,1.80190946
1810,0.070982543,0.549,0,1,4,1,0,10.75039388,0,0,0.539047342,11.19875952,2.138302933
1811,0.165906757,0.549,1,0,2,1,0,19.99814827,0,0,0.646014837,10.77751429,2.529387508
1812,0.151068831,0.549,3,6,4,3,1,27.95412982,0,0,0.923859948,10.36327234,2.953517039
1813,0.005487643,1.097,1,1,8,16,0,37.20888629,0,0,0.566694695,9.956907801,2.599092965
1814,0.035749321,1.097,0,0,0,6,1,103.6519662,1,0,0.254819596,9.559425313,2.112977483
1815,0.059828716,1.097,9,2,3,3,1,24.62900101,0,0,0.837894404,9.171979703,1.618467069
1816,0.137272562,1.097,21,8,20,14,0,51.12962092,1,0,0.824358947,8.795897398,1.118518829
1817,1.923638269,0.918,18,11,17,5,0,36.23073103,0,0,0.802956633,8.432698879,0.618654255
1818,3.908537893,0.918,152,12,56,26,16,14.56440082,0,2,0.737457968,8.08412084,0.119924163
1819,2.091967834,0.918,40,14,9,6,3,48.41380093,0,0,0.773187164,7.752135777,0.374616142
1820,2.442941894,0.918,0,2,2,5,2,28.77885154,0,0,0.800436162,7.438965551,0.751442187
1821,5.118616471,0.918,16,4,3,3,1,20.38660186,0,0,0.747657496,7.147083869,0.737946059
1822,4.821581004,0.918,45,17,19,11,4,14.43152438,0,0,0.846870593,6.879201057,0.457300098
1823,3.289287251,0.918,59,18,40,23,13,36.44588798,1,1,0.909828113,6.638223146,0.177537998
1824,4.744507374,0.918,22,11,27,3,2,14.37758631,0,0,0.796127578,6.427177133,0.323796574
1825,3.014573522,0.829,36,10,34,19,9,41.26511429,0,2,0.909116681,6.249096355,0.270867956
1826,3.790335958,0.829,9,4,11,3,0,13.94761793,0,0,0.782300077,6.106865367,0.581381943
1827,4.93643136,0.829,17,12,24,16,6,46.45916651,0,2,0.94809774,6.003032898,0.091772163
1828,4.427846055,0.829,7,3,1,2,3,12.65021379,0,0,0.883929734,5.939613062,0.38210644
1829,2.508870224,0.88,38,9,36,6,1,5.690091374,0,0,0.740233149,5.917905262,0.536005262
1830,2.930060612,0.88,2,4,2,0,0,2.822923434,0,0,0.646014837,5.938366951,0.534583849
1831,1.859090053,0.88,40,19,38,9,9,18.7058006,0,0,0.888181321,6.000566757,0.262199508
1832,1.00813673,0.88,34,31,13,7,4,38.05112846,0,0,0.84213842,6.103228716,0.499141239
1833,3.56257359,1.02,26,26,33,30,9,27.6767269,0,0,0.957548297,6.244357463,0.36449168
1834,5.391498092,1.02,107,11,64,38,6,52.47650646,0,0,0.779483998,6.421417248,0.603774218
1835,5.013751487,1.02,75,7,56,18,4,39.07591756,0,0,0.744061271,6.631530656,0.647120024
1836,11.93400583,1.02,259,18,108,23,31,72.32088289,0,0,0.701457334,6.871666333,0.465388803
1837,10.99939687,1.53,22,11,14,15,2,36.24949663,0,0,0.901274335,7.138795245,0.553926191
1838,8.1984922,1.53,1,4,1,5,0,12.38166222,0,0,0.722131333,7.430006522,0.829270875
1839,8.222732888,1.53,0,1,0,3,0,17.12793554,0,0,0.34939847,7.742583307,0.771441019
1840,9.136372641,1.53,2,0,6,4,6,145.6385191,0,1,0.814435691,8.074044564,0.327677902
1841,4.645373283,1.53,25,81,18,15,4,148.6646218,0,3,0.760687251,8.422160945,0.190713551
1842,1.542851605,1.53,5,1,3,7,4,27.92342812,0,0,0.913519879,8.784952723,0.538548173
1843,0.475403025,1.53,6,1,0,2,0,156.7601178,0,0,0.527317985,9.160676487,1.021614708
1844,0.45078886,1.53,0,0,1,2,3,197.4084289,0,0,0.628420803,9.547805667,1.215618451
1845,0.557199501,1.53,3,0,10,5,1,176.6348426,0,0,0.705557318,9.945008417,1.533155252
1846,0.840215349,1.53,2,1,1,7,1,195.8413962,0,0,0.766893744,10.35112515,1.249459157
1847,0.5146842,1.53,3,2,5,6,1,233.6623384,0,0,0.902205709,10.76514706,0.796408805
1848,0.689586828,1.53,53,5,44,20,5,177.090284,0,0,0.793904206,11.18619643,0.455396292
1849,0.363427294,1.53,6,1,6,10,8,216.2064227,0,1,0.907772473,11.61350894,0.203159702
1850,0.595152493,1.53,2,2,2,7,0,190.8892339,0,0,0.743885485,12.04641811,0.436474926
1851,0.275697166,1.53,1,0,0,1,0,191.5591668,0,0,0.430676558,12.48434174,0.658823634
1852,0.104810904,1.53,5,1,0,0,0,193.6169295,0,0,0.279949419,12.9267702,0.556213692
1853,0.007553098,1.02,3,0,0,4,0,172.09928,0,0,0.424314663,13.37325642,0.286940547
1854,0,1.02,1,0,0,0,1,173.1702734,0,0,0.430676558,13.8234072,0.340297459
1855,0,1.02,16,1,1,1,1,262.6522735,0,1,0.48318813,14.27687592,0.309108676
1856,0,1.02,19,1,20,1,5,197.9821508,0,0,0.705233097,14.73335621,0.382256014
1857,0,1.02,12,2,9,4,11,182.7035996,0,0,0.904631834,15.19257663,0.834288298
