grid_id,碳排放_carbon_emission_kg (kgCO2/KM/d),人口密度 (千人/km²),休闲POI数量 (个),办公POI数量 (个),公共服务POI数量 (个),交通设施POI数量 (个),居住POI数量 (个),道路密度 (KM/KM²),地铁站点数量 (个),公交站点数量 (个),标准化土地混合熵,到市中心距离 (km),到最近公交距离 (km)
277,0.775518475,1.02,13,6,18,17,10,101.8376204,0,0,0.959733837,11.04469447,3.625305706
278,0.087843862,1.02,4,4,7,4,0,47.66972636,0,0,0.840026428,11.30167577,3.474692741
279,0.235264965,1.02,15,22,13,8,0,32.53373319,0,0,0.823827279,11.57456153,2.987160198
280,0.13808563,1.02,28,16,14,3,1,25.71428337,0,0,0.781444394,11.86225417,2.494181388
281,0.074953745,1.02,4,11,5,6,3,8.867475985,0,0,0.934915614,12.16370311,2.004683402
282,0,1.02,2,2,7,6,0,85.49587033,0,0,0.768266402,12.47791139,1.515564857
283,0.105205561,1.02,101,14,11,12,1,41.99312552,0,0,0.566005613,12.80393971,1.023988426
284,0.01849655,1.02,1,1,2,0,0,,0,0,0.646014837,13.14090832,0.544204608
285,0,1.02,5,1,3,3,2,67.09306512,0,3,0.928524922,13.48799729,0.076406345
286,0,1.02,0,6,2,7,3,190.8578224,0,3,0.792983286,13.84444546,0.087934968
287,0,1.02,0,14,2,1,0,24.83973063,0,2,0.359333704,14.20954853,0.148255222
288,5.142626419,1.02,125,12,58,20,27,92.50147311,0,0,0.79735475,13.51416281,1.476150276
289,7.730934322,1.53,1,2,3,6,0,95.11228858,0,0,0.744886959,13.14820124,1.366692074
290,15.98928834,1.53,4,24,5,15,7,53.98345133,0,0,0.861910649,12.79131718,0.969366956
291,24.45212905,1.53,97,127,44,37,16,35.93131955,0,0,0.869489816,12.44429165,0.602327444
292,20.05135177,1.53,25,19,30,30,4,55.13677285,1,0,0.91840734,12.10797233,0.534718996
293,9.957093892,0.816,13,45,11,23,4,87.76831188,0,0,0.838121802,11.783276,0.579166275
294,5.813246898,0.816,15,7,11,18,3,39.28598318,0,0,0.914324709,11.47118968,0.920499897
295,6.474069178,0.816,13,1,19,8,3,57.89572525,0,0,0.808925729,11.17277011,0.91391249
296,5.674215706,0.816,44,5,25,29,3,57.12297734,0,0,0.810981005,10.88914098,0.884782322
297,7.122922941,0.867,11,2,6,11,1,27.08540709,0,0,0.833050928,10.62148722,0.929475328
298,6.415901701,0.867,6,3,8,14,2,64.22169904,0,0,0.873064576,10.37104576,0.919733463
299,5.432145348,0.867,2,3,2,3,2,6.51394049,0,0,0.987317934,10.13909214,0.584971645
300,7.550184314,0.867,15,3,7,6,12,49.71238856,0,4,0.919347506,9.926922423,0.150079663
301,10.00503377,0.778,2,2,1,2,1,13.61778441,0,0,0.969022256,9.735830121,0.36069374
302,11.56763626,0.778,26,8,30,27,2,30.22592646,0,0,0.853673442,9.567078316,0.639068525
303,9.998077098,0.778,14,1,17,10,2,9.622254439,0,0,0.804639601,9.421867483,0.305048866
304,9.383558005,0.778,47,9,19,30,2,59.00463786,0,2,0.812347058,9.301300244,0.223443727
305,7.558060045,0.549,68,10,21,18,6,43.49749014,0,0,0.78416551,9.206344855,0.279228137
306,6.279669217,0.549,39,5,33,23,3,13.86228538,0,0,0.818316439,9.137799787,0.318112038
307,8.369559415,0.549,61,7,44,16,11,34.31527193,0,2,0.823669252,9.096262106,0.195208899
308,8.28078979,0.549,53,1,22,16,5,16.84914403,0,0,0.723246357,9.082102381,0.35571772
309,7.230504975,0.46,11,6,12,12,3,17.13480283,0,0,0.938262953,9.095448478,0.39266979
310,12.91183904,0.46,47,50,53,43,6,20.27572022,0,2,0.917645941,9.136179857,0.255521942
311,6.411417431,0.46,257,14,136,36,10,12.78237039,0,0,0.668361868,9.203932949,0.34618485
312,0.847213086,0.46,32,15,106,22,2,28.79533507,0,0,0.705374621,9.298117072,0.801849478
313,0.238635234,0.46,0,0,0,0,0,23.28213473,0,0,0,9.417939289,1.223653051
314,0.195473504,0.46,0,0,0,0,0,6.310645842,0,0,0,9.562435872,1.678424513
315,0.149168115,0.46,1,0,0,0,0,9.063371114,0,0,0,9.730507652,2.038224309
316,0.012687803,0.46,0,0,1,0,0,4.711407387,0,0,0,9.920956533,2.434658423
317,0.089839533,0.46,0,5,3,0,0,27.22251299,0,0,0.411052351,10.13252081,2.863697775
318,0.059749477,0.46,1,17,4,5,1,10.31210351,0,0,0.699994438,10.36390743,3.312698032
319,0.09313507,0.46,24,6,66,3,6,61.64209661,0,0,0.657303608,10.61382008,3.774542563
320,0.166491485,0.46,3,13,3,2,0,8.096882762,0,0,0.669049358,10.88098231,3.57323782
321,0.197152511,0.69,1,4,2,2,0,9.651694422,0,0,0.790976978,11.16415583,3.08539203
322,0.148492814,0.69,25,5,24,9,7,27.26366785,0,0,0.880572713,11.46215402,2.601033975
323,0.104502362,0.69,1,1,0,0,0,15.49243177,0,0,0.430676558,11.77385128,2.110519093
324,0,0.69,0,0,0,0,0,75.56370894,0,0,0,12.09818885,1.625793328
325,0.040945003,0.69,3,3,0,5,0,90.86998737,0,0,0.663019996,12.43417761,1.154173752
326,0.074539872,0.69,1,1,12,0,1,,0,0,0.447438746,12.78089872,0.661036349
327,0.137905777,0.69,0,7,1,10,0,73.31535803,0,1,0.530877877,13.13750248,0.168975213
328,0.101733802,0.69,4,18,8,6,4,178.8056223,0,2,0.886210677,13.50320595,0.187748108
329,0.012323093,0.69,26,56,12,19,14,176.6192131,0,4,0.892234678,13.87728973,0.073947039
330,0,0.69,10,37,7,18,12,46.01476533,0,4,0.888300772,14.25909427,0.134215918
331,4.604982234,0.69,49,5,13,13,9,108.0850607,1,0,0.797811846,13.18334165,1.011410253
332,9.530111706,0.69,1,5,1,7,0,103.2937466,0,0,0.678064678,12.807931,1.033642796
333,19.10930229,0.69,31,61,28,59,19,57.30855113,1,0,0.941539538,12.44128996,0.665501507
334,24.06348394,0.69,29,53,34,41,14,33.55416667,1,0,0.952160914,12.08421678,0.326927491
335,16.56444746,0.69,103,7,74,32,7,62.30507324,0,3,0.757234848,11.7375847,0.173227131
336,13.13169035,0.69,25,6,29,17,5,85.64252132,0,0,0.880970575,11.40234598,0.281578645
337,8.169737617,1.11,87,17,60,36,8,41.7000699,0,0,0.84300334,11.07953489,0.463593331
338,9.293473257,1.11,67,5,46,16,4,45.53787767,0,0,0.739187369,10.77026892,0.450371796
339,8.309480562,1.11,91,0,48,25,5,50.95097318,0,0,0.669600284,10.4757478,0.405377677
340,8.399556878,1.11,61,8,45,25,10,26.33564613,0,0,0.84814972,10.19724921,0.49539448
341,6.140756616,1.02,36,3,9,15,1,68.46556369,0,0,0.713275267,9.936120506,0.443988447
342,5.910033408,1.02,49,5,23,14,10,11.85390572,0,0,0.832292094,9.693765526,0.476930989
343,10.73738159,1.02,22,9,34,17,4,40.50173677,0,0,0.87918785,9.47162549,0.395682874
344,9.961011921,1.02,32,11,23,11,4,4.80108376,0,0,0.879316208,9.271153584,0.542808674
345,11.09315474,1.02,168,22,98,37,7,18.72447233,0,0,0.752196644,9.093782939,0.506070165
346,5.566144414,1.02,181,14,102,19,29,6.419299525,0,0,0.743449603,8.940888518,0.391422745
347,6.080362128,1.02,84,13,58,20,8,60.65282849,0,0,0.800425871,8.813744202,0.393491503
348,7.387075246,1.02,48,19,42,21,12,40.93827921,0,2,0.924255309,8.713477275,0.174706295
349,7.961585761,0.969,29,7,24,12,4,16.77802616,0,1,0.868441756,8.64102341,0.317832533
350,12.87620762,0.969,16,8,8,15,2,31.64281893,0,2,0.901058185,8.59708584,0.138715012
351,15.31827883,0.969,170,18,88,51,15,15.65943048,0,0,0.790736538,8.582102556,0.362768243
352,10.71276367,0.969,124,24,46,35,10,41.29517813,0,3,0.809310968,8.596224965,0.207347679
353,7.55225418,0.969,19,55,22,19,11,20.98419114,1,0,0.900934333,8.639310332,0.300726195
354,4.365797205,0.969,32,5,26,15,3,56.41665046,0,0,0.831304284,8.710928904,0.76325933
355,1.104652945,0.969,2,9,7,10,2,67.98472703,0,0,0.887288853,8.810384879,1.051514831
356,0.09799132,0.969,0,0,0,0,0,27.20341061,0,0,0,8.93674891,1.459041491
357,0,1.02,0,0,1,0,0,8.972599694,0,0,0,9.088898747,1.910999924
358,0,1.02,0,0,0,0,0,9.627588973,0,0,0,9.265564192,2.341140534
359,0,1.02,0,0,0,0,0,6.872683972,0,0,0,9.465372637,2.744429219
360,0,1.02,2,2,2,0,0,24.4635062,0,0,0.682606194,9.686892098,3.131308839
361,0,1.02,2,6,3,3,0,5.068293066,0,0,0.808546599,9.928669491,3.546589679
362,0.09313507,1.02,41,13,63,10,4,52.88359345,0,0,0.775300483,10.18926284,3.981394436
363,0,1.02,15,13,16,9,4,4.0421587,0,0,0.946251786,10.46726691,3.686686433
364,0,1.02,11,11,10,6,5,1.297714259,0,0,0.970356275,10.76133244,3.20633279
365,0.108957918,1.02,64,14,49,6,8,20.51651956,0,0,0.7780988,11.07017955,2.716510597
366,0.200682684,1.02,4,15,3,4,0,25.00048921,0,0,0.709840875,11.39260614,2.229576953
367,0.253760694,1.02,1,1,1,2,0,19.64492557,0,0,0.827729377,11.72749223,1.750027702
368,0.083079518,1.02,37,15,35,12,2,114.2975145,0,0,0.838249113,12.07380112,1.286149495
369,0.105205561,1.02,27,8,71,11,3,14.20376334,0,0,0.707042524,12.43057813,0.862614169
370,0.09843108,1.02,2,13,4,6,3,62.15225587,0,0,0.864976321,12.79694776,0.404161727
371,0.290822365,1.02,36,7,6,19,8,76.88113635,0,2,0.843521456,13.17210961,0.147643465
372,0.896776569,1.02,17,20,5,4,8,174.046366,0,2,0.887104818,13.55533367,0.06980494
373,0.362914443,1.53,13,7,6,0,0,11.12026904,0,0,0.645094794,13.94595533,0.517674328
374,0,1.53,0,1,0,4,0,81.57915368,0,0,0.310917507,14.34337023,0.684432428
375,6.199009769,1.53,6,8,17,15,1,73.62925717,0,0,0.856456908,12.86345202,0.605707657
376,10.27126357,1.53,0,8,0,7,0,79.12929462,0,0,0.429294789,12.47842126,0.833117862
377,33.70268546,1.224,163,198,56,117,53,65.23137615,0,0,0.922753189,12.10180137,0.378764388
378,32.23941677,1.224,159,35,107,44,14,43.61002124,0,1,0.827770361,11.73440224,0.133930156
379,19.2923284,1.224,1,0,1,1,10,28.66821728,0,0,0.493172212,11.37711717,0.511301703
380,18.35476348,1.224,11,2,9,12,8,98.83825589,0,1,0.931847782,11.030929,0.233086234
381,13.80877325,1.326,167,24,77,32,16,89.28004441,0,4,0.78276069,10.69691516,0.136194548
382,14.0375841,1.326,42,13,41,18,11,52.84395329,0,2,0.907411243,10.37625141,0.046254239
383,16.74227668,1.326,39,50,22,29,8,104.9232503,0,7,0.918640832,10.07021314,0.15468993
384,17.43780935,1.326,108,46,119,54,24,44.79477804,0,0,0.911564132,9.780173413,0.259234126
385,11.422922,0.918,156,50,48,65,17,102.6994982,0,5,0.861460942,9.507596507,0.10152811
386,11.90606251,0.918,139,21,45,64,35,51.93952142,0,5,0.871185284,9.254025648,0.076165264
387,20.08346244,0.918,479,29,282,69,128,57.62050248,1,5,0.784954486,9.021063688,0.043949805
388,15.0860815,0.918,112,10,118,43,31,22.01360862,0,0,0.836399295,8.81034559,0.269341231
389,16.356939,0.727,176,25,81,37,10,43.40642107,0,6,0.762685282,8.623502118,0.051305756
390,16.0562474,0.727,131,11,56,43,13,41.7178305,0,5,0.785131458,8.462114874,0.140269588
391,11.56642796,0.727,48,9,42,29,17,88.72751107,1,3,0.913728269,8.327663988,0.075232854
392,14.01394173,0.727,168,28,95,24,10,61.44933728,0,4,0.752671875,8.221471088,0.064933959
393,9.265326106,0.549,102,45,75,47,23,37.70736329,0,7,0.931321824,8.144641564,0.11682991
394,14.33142179,0.549,108,31,77,30,10,53.15058858,0,5,0.844401118,8.098011211,0.089370975
395,12.26028909,0.549,49,36,43,20,15,36.64891577,0,2,0.946519541,8.082102754,0.149631877
396,10.67843081,0.549,110,20,73,25,39,23.97415484,0,6,0.880279333,8.097097275,0.167365479
397,8.332158065,0.46,35,25,44,15,8,30.63655281,0,0,0.912638538,8.142824058,0.317140183
398,3.277592454,0.46,99,22,18,29,15,79.21926613,0,0,0.815263221,8.218770163,0.788178319
399,0.549616082,0.46,119,8,5,3,0,20.07952428,0,0,0.301544617,8.324108502,1.281355622
400,0,0.46,0,0,0,0,0,7.105081377,0,0,0,8.457740934,1.758272711
401,0,0.46,0,2,0,1,0,13.2990619,0,0,0.395488489,8.618351413,2.148171679
402,0,0.46,0,1,0,0,0,15.20902152,0,0,0,8.804463665,2.574151385
403,0,0.46,0,0,0,1,0,14.1704852,0,0,0,9.01449831,2.826086664
404,0,0.46,3,1,2,4,1,42.63653402,0,0,0.912206633,9.246825355,3.13494219
405,0,0.69,30,15,9,2,2,30.48725134,0,0,0.753115899,9.499809393,3.488403537
406,0.09313507,0.69,84,22,80,9,11,65.85837816,0,0,0.786130289,9.771846185,3.874281345
407,0,0.69,18,13,33,3,5,20.2832456,0,0,0.826903178,10.06139042,3.808550607
408,0,0.69,5,11,48,5,0,18.82070373,0,0,0.575090265,10.36697529,3.331162153
409,0,0.46,2,15,6,2,0,27.78322023,0,0,0.654340173,10.68722489,2.843389638
410,0,0.46,24,9,12,3,3,52.298619,0,0,0.829229225,11.02086091,2.346083573
411,0.051424351,0.46,1,13,4,1,0,7.504060425,0,0,0.557724022,11.36670465,1.850230156
412,0.08334917,0.46,6,3,11,3,0,108.8564963,0,0,0.767140319,11.72367579,1.357422235
413,0.116110417,0.46,86,9,12,3,1,12.0720054,0,0,0.485840521,12.09078878,0.872833673
414,0.535151968,0.46,25,7,2,1,1,19.62331726,0,0,0.578654761,12.46714774,0.425537446
415,0.968465573,0.46,72,5,19,9,10,92.10007599,0,0,0.707537495,12.8519404,0.316742189
416,1.376480184,0.46,4,2,1,5,1,183.3044268,0,1,0.877787596,13.24443171,0.058266026
417,0,0.46,2,2,0,2,2,38.35611438,0,0,0.861353116,13.6439573,0.447740391
418,0,0.46,0,5,2,6,0,104.6657087,0,1,0.628996516,14.04991709,0.196326511
419,0,0.46,0,0,2,1,0,94.06171585,0,0,0.395488489,14.46176924,0.605928454
420,6.519656537,0.46,59,56,56,59,9,93.83567522,0,0,0.928391276,12.55532948,0.448674281
421,12.46235729,0.74,26,23,7,24,10,73.83986172,0,0,0.933628087,12.16054677,0.692959808
422,29.62258535,0.74,82,116,54,49,29,50.56076661,0,1,0.93610175,11.77376308,0.260533586
423,16.38292876,0.74,324,68,90,58,21,33.77335696,0,0,0.760512264,11.39579293,0.285821023
424,12.6378744,0.74,5,1,2,11,5,16.4903286,0,0,0.839210442,11.0275426,0.770053451
425,19.23639264,1.02,16,9,10,19,3,68.88673855,0,0,0.916212353,10.67001852,0.526128122
426,27.09175368,1.02,35,18,34,43,8,61.0481599,0,0,0.924049943,10.32433507,0.479686333
427,30.18500005,1.02,25,108,12,74,12,39.92766706,0,1,0.787879182,9.991721268,0.225398779
428,30.37313116,1.02,194,37,122,38,28,44.30329981,0,2,0.825498924,9.673525379,0.256265696
429,43.50566514,1.53,18,94,12,66,30,41.22519127,0,1,0.84481681,9.371216176,0.240580116
430,46.63631046,1.53,67,102,60,72,32,58.12419284,0,5,0.963098319,9.086379476,0.133102356
431,56.53951005,1.53,256,85,83,47,50,27.44159189,0,5,0.857147799,8.820708097,0.05376939
432,44.36352004,1.53,202,38,133,51,30,30.6634192,0,3,0.84050237,8.575983366,0.040471672
433,27.23035829,1.479,185,17,157,65,23,13.68848939,0,0,0.801523603,8.354046328,0.453347438
434,23.16003465,1.479,176,13,111,50,20,26.9399213,0,1,0.783172432,8.156757285,0.208185097
435,25.6151936,1.479,178,20,59,37,23,64.39316879,0,1,0.778147927,7.985943198,0.311271891
436,27.00429715,1.479,46,6,24,13,10,47.24291551,0,0,0.849818741,7.843333993,0.378283752
437,23.42033431,1.479,164,6,34,31,19,16.18902264,0,3,0.677744444,7.730490766,0.063724723
438,17.57291237,1.479,62,12,21,21,9,17.26107697,0,2,0.84597506,7.648731061,0.15148984
439,25.35341669,1.479,11,17,19,12,8,31.56658167,0,2,0.971639656,7.599058244,0.103631002
440,22.02418984,1.479,54,17,31,35,14,17.57070771,1,7,0.930775787,7.582102977,0.099946653
441,10.67689607,1.53,0,0,0,0,1,11.48038037,0,0,0,7.598084293,0.356945068
442,6.292225372,1.53,0,18,5,2,0,13.43524338,0,0,0.472505833,7.646795687,0.411185522
443,2.803903056,1.53,151,68,69,17,25,56.1861197,0,0,0.844215166,7.727618238,0.833530102
444,0.095947833,1.53,301,20,45,19,7,8.11400545,0,0,0.51056341,7.839558852,1.311667384
445,0,1.02,0,0,0,0,0,8.89501109,0,0,0,7.981308311,1.711774389
446,0,1.02,6,0,1,4,0,16.63675231,0,0,0.56943165,8.151311656,1.889389221
447,0,1.02,3,2,1,0,0,16.88766123,0,0,0.628420803,8.347842899,2.135424331
448,0,1.02,0,0,0,0,0,,0,0,0,8.569076988,2.429224933
449,0,1.02,0,2,0,6,0,18.67022639,0,0,0.34939847,8.813153793,2.782486384
450,0,1.02,1,13,2,3,0,10.36319187,0,0,0.58594722,9.078231058,3.175425512
451,0.040003184,1.02,4,22,24,8,0,63.48037711,0,0,0.739696657,9.36252522,3.595055477
452,0.053131886,1.02,5,19,2,0,0,13.78266748,0,0,0.462002802,9.664340529,3.906931412
453,0,1.53,9,12,4,4,0,7.341741042,0,0,0.792037563,9.982087818,3.418092532
454,0,1.53,2,1,0,0,0,7.341741042,0,0,0.395488489,10.31429477,2.933018931
455,0,1.53,7,8,10,0,0,32.52661176,0,0,0.675742534,10.65960956,2.453944488
456,0,1.53,7,7,4,4,0,12.94366115,0,0,0.837950283,11.01679968,1.985217128
457,0,1.53,0,1,1,2,0,127.0040823,0,0,0.646014837,11.38474746,1.536336728
458,0.047842887,1.53,20,5,5,8,0,57.02749889,0,0,0.745335682,11.76244337,1.131182584
459,0.736185016,1.53,4,3,0,1,2,48.52296964,0,0,0.795218142,12.14897828,0.835953069
460,1.036375635,1.53,0,2,3,2,0,72.107329,0,0,0.670415553,12.5435351,0.581129142
461,0.447695203,1.02,35,4,14,8,27,170.1115361,0,1,0.857536467,12.94538034,0.215595961
462,0.119440905,1.02,0,0,1,1,0,8.467774349,0,0,0.430676558,13.35385605,0.476609173
463,0,1.02,4,0,2,5,1,19.72750096,0,0,0.768395512,13.76837212,0.329606508
464,0,1.02,3,1,1,3,0,79.97859533,0,0,0.780075028,14.18839914,0.481892776
465,0,0.969,0,0,0,0,0,,0,0,0,14.61346193,0.710873687
466,8.268441544,0.969,271,60,147,24,30,27.19039109,0,2,0.774842806,12.67129037,0.245300164
467,21.26033028,0.969,201,168,44,40,13,64.30459421,0,2,0.785330566,12.2598613,0.012372708
468,40.29370292,0.969,55,196,38,33,23,68.66839935,0,0,0.78410602,11.8552435,0.272544419
469,41.66780009,0.918,65,153,67,81,17,65.47832258,1,1,0.894326164,11.45815857,0.212340643
470,22.43739708,0.918,90,346,79,92,29,60.56095624,0,0,0.799932671,11.0694172,0.305528354
471,18.53297397,0.918,22,4,2,15,3,26.7293219,0,0,0.773514834,10.68992968,0.527546036
472,19.99788231,0.918,14,22,14,32,9,65.68179532,0,0,0.941650885,10.32071683,0.40349785
473,44.74190527,0.867,90,51,45,91,29,39.43208244,0,0,0.947173243,9.962921016,0.296519948
474,58.65849112,0.867,56,165,37,62,19,27.546791,0,0,0.846193487,9.617816516,0.277827288
475,62.7793617,0.867,180,24,96,31,21,47.02667678,0,2,0.784482392,9.286818287,0.120181022
476,79.29304729,0.867,125,282,77,86,63,54.80497238,0,3,0.893256224,8.971487795,0.261971052
477,72.1839252,0.816,103,173,43,45,48,32.05528036,0,4,0.894173394,8.673534032,0.266407823
478,61.71129826,0.816,47,44,41,32,25,33.17732228,0,1,0.984921089,8.394807441,0.066525939
479,45.43667547,0.816,39,6,56,38,13,45.65570165,0,2,0.870719433,8.137284027,0.065389656
480,32.79272134,0.816,122,6,76,43,22,32.90124409,0,0,0.806732881,7.903036802,0.471523561
481,19.52605277,0.867,85,7,96,62,16,43.38271384,0,0,0.830491486,7.694191968,0.605572284
482,20.18030608,0.867,124,34,52,37,20,96.31533843,0,2,0.873129028,7.512868254,0.205194253
483,17.44369309,0.867,48,18,36,32,9,17.62381037,0,0,0.921822894,7.361099698,0.328377713
484,17.03718754,0.867,182,9,67,35,16,34.55961455,0,7,0.712193022,7.240744998,0.089091587
485,12.31031451,1.186,256,16,104,37,13,35.21892871,0,0,0.678654334,7.153389929,0.401857583
486,11.63530033,1.186,16,31,39,19,6,47.42578207,0,7,0.908878822,7.10025259,0.101421925
487,7.668477495,1.186,24,13,23,9,7,18.26261261,0,0,0.932046068,7.082103232,0.336518804
488,3.823126782,1.186,28,23,16,11,2,15.6336811,0,0,0.877786856,7.099210206,0.787494483
489,4.183728979,0.957,31,18,21,8,6,14.16184978,0,0,0.905279495,7.151320501,0.850962332
490,2.999999692,0.957,64,14,35,25,19,59.90370405,0,0,0.909689169,7.237678099,0.910179768
491,0.184408481,0.957,2,2,2,5,2,8.286767657,0,0,0.944045529,7.357077112,1.051904073
492,0,0.957,0,0,0,0,0,7.148921485,0,0,0,7.507941328,1.230173934
493,0,0.779,3,0,0,0,0,20.03256338,0,0,0,7.688418715,1.46058492
494,0,0.779,5,2,0,1,0,19.37547107,0,0,0.559360535,7.89647907,1.724646344
495,0,0.779,0,0,0,0,0,,0,0,0,8.130004985,2.077378568
496,0,0.779,2,2,1,2,0,18.67022639,0,0,0.83991062,8.386869524,2.481249366
497,0,0.69,1,0,0,0,0,8.590065086,0,0,0,8.66499739,2.915080637
498,0,0.69,15,11,25,3,0,64.50689858,0,0,0.743758685,8.962409226,3.367312255
499,0.178252829,0.69,6,21,3,3,1,16.09173026,0,0,0.705746138,9.277250589,3.831434265
500,0,0.69,1,2,0,1,0,7.08656335,0,0,0.646014837,9.607808171,3.56385914
501,0,0.69,0,6,1,1,0,5.959218537,0,0,0.45706761,9.952516124,3.101666563
502,0,0.69,69,14,14,5,0,31.55654847,0,0,0.594855609,10.30995522,2.653220489
503,0,0.69,5,5,5,1,1,16.43102039,0,0,0.878021487,10.67884713,2.169280136
504,0.089820974,0.69,0,0,0,0,0,93.79093752,0,0,0,11.05804573,1.669497813
505,0.20550549,0.46,0,0,6,1,0,77.19175234,0,0,0.254819596,11.44652675,1.169901528
506,0.328472941,0.46,0,1,0,0,1,44.44097154,0,0,0.430676558,11.8433768,0.670907014
507,0.967858165,0.46,3,3,8,9,1,81.83231154,0,2,0.861353116,12.24778239,0.17765939
508,0.61653168,0.46,9,0,6,7,6,166.322467,0,1,0.852210135,12.65901942,0.237591977
509,0.762250506,0.46,3,6,7,3,2,163.8103068,0,1,0.934519555,13.0764434,0.215246242
510,0.113219831,0.46,1,6,1,4,0,43.00517736,0,3,0.700200229,13.49948041,0.109535726
511,0,0.46,2,0,2,3,0,88.16063864,0,1,0.670415553,13.92761899,0.029712738
512,0,0.46,1,0,0,0,0,8.896927974,0,0,0,14.36040285,0.523453529
513,0.605211875,0.46,2,6,2,9,2,46.3537097,0,1,0.865445894,13.25685866,0.067705556
514,6.299473323,0.46,141,11,88,27,62,11.09829957,0,0,0.838283641,12.82524467,0.456905466
515,23.23232108,0.46,87,9,53,14,7,29.73016025,0,0,0.744809031,12.39877011,0.713261153
516,28.01436502,0.46,47,10,18,17,5,34.1546453,0,0,0.842489616,11.97798396,0.480985021
517,47.12965074,0.74,5,4,17,5,0,63.19744492,0,2,0.734566611,11.56350721,0.202469683
518,56.76403813,0.74,21,18,19,40,4,60.54902263,0,2,0.89387478,11.15604313,0.046632262
519,27.1583763,0.74,25,166,18,31,6,70.88050146,0,0,0.646640031,10.75638869,0.312020691
520,17.09741209,0.74,91,21,21,37,11,27.12525282,1,2,0.832757,10.36544727,0.098475947
521,17.48883052,1.02,142,14,66,43,30,95.05231035,0,1,0.835534879,9.984242408,0.179976
522,63.82522367,1.02,311,15,142,32,22,109.2788545,1,2,0.664390597,9.61393238,0.055752138
523,58.74843307,1.02,177,234,124,86,41,66.57703619,1,4,0.914260491,9.255824932,0.139923175
524,74.93509893,1.02,24,55,26,80,22,61.76630761,0,0,0.912253551,8.911391279,0.361101088
525,116.7210691,1.02,58,234,50,58,44,68.88170267,1,3,0.835281378,8.582277896,0.139106869
526,50.61215097,1.02,94,129,60,63,36,37.80141259,0,0,0.945795906,8.270313975,0.315695325
527,68.73905728,1.02,19,31,27,42,10,42.58560607,0,5,0.941742843,7.97751168,0.022837434
528,62.49621629,1.02,156,72,79,52,47,51.13138632,1,4,0.935482328,7.706055539,0.131674313
529,43.37071578,1.02,31,11,23,33,10,25.34511955,0,2,0.933801706,7.458276699,0.108656473
530,30.64101429,1.02,111,47,62,46,17,93.19593859,0,1,0.908471195,7.236607678,0.108611579
531,27.24645183,1.02,58,10,48,62,13,95.33125939,1,5,0.877052832,7.04351404,0.108477654
532,22.56697114,1.02,112,37,92,51,23,17.09178949,0,1,0.909990421,6.881401703,0.176773133
533,22.13357133,1.02,153,10,95,54,20,44.42951383,1,2,0.798534919,6.752502407,0.024096837
534,13.72566041,1.02,176,30,75,40,16,24.52703044,0,1,0.799436144,6.658745236,0.231509271
535,9.017655152,1.02,68,74,49,24,19,18.32768232,0,0,0.924570208,6.601627638,0.275257603
536,6.938331269,1.02,6,0,1,0,1,20.01270496,0,0,0.45706761,6.582103526,0.420103566
537,5.332244065,1.02,112,24,58,34,11,26.59149091,0,0,0.838024383,6.60050651,0.488948589
538,5.029580852,1.02,77,30,43,17,12,20.57272912,0,0,0.875832365,6.656522031,0.483436253
539,3.113717268,1.02,154,44,65,39,33,60.10884872,0,0,0.882740478,6.749213651,0.410707364
540,0.18193813,1.02,3,2,7,7,7,13.71919517,0,0,0.935927939,6.877098535,0.668397715
541,0,0.969,0,0,0,0,0,5.92407468,0,0,0,7.038258564,0.772323932
542,0,0.969,2,7,4,0,0,18.3305879,0,0,0.611369621,7.23046907,1.023560575
543,0,0.969,6,5,0,3,0,15.86078954,0,0,0.65920172,7.451327555,1.374326363
544,0,0.969,9,7,4,6,0,10.60110952,0,0,0.836851731,7.698368768,1.797183813
